
map,disablebounds;
spawnpoint,playerC,1220,890,-120,0,1,0,0;
spawnpoint,playerm,1180,890,-120,0,1,0,0;

custom,log1,default,0.7,1,0.7,1,0.33,0.15,0,1,1,-275,23,180,0,0,0,0;
custom,cone,grass3,1.7,0.7,1.7,1,0,0.30,0,1,1,-272.5,40.5,180,0,0,0,0;
custom,cone,grass3,1.5,0.7,1.5,1,0,0.30,0,1,1,-272.5,48,180,0,0,0,0;
custom,cone,grass3,1.3,0.7,1.3,1,0,0.30,0,1,1,-272.5,55.5,180,0,0,0,0;
custom,cone,grass3,1.1,0.6,1.1,1,0,0.30,0,1,1,-272.5,63,180,0,0,0,0;
custom,cone,grass3,0.7,0.5,0.7,1,0,0.30,0,1,1,-272.5,73,180,0,0,0,0;

custom,log1,default,0.7,1,0.7,1,0.33,0.15,0,1,1,-375,23,180,0,0,0,0;
custom,cone,grass3,1.7,0.7,1.7,1,0,0.30,0,1,1,-372.5,40.5,180,0,0,0,0;
custom,cone,grass3,1.5,0.7,1.5,1,0,0.30,0,1,1,-372.5,48,180,0,0,0,0;
custom,cone,grass3,1.3,0.7,1.3,1,0,0.30,0,1,1,-372.5,55.5,180,0,0,0,0;
custom,cone,grass3,1.1,0.6,1.1,1,0,0.30,0,1,1,-372.5,63,180,0,0,0,0;
custom,cone,grass3,0.7,0.5,0.7,1,0,0.30,0,1,1,-372.5,73,180,0,0,0,0;

custom,log1,default,0.7,1,0.7,1,0.33,0.15,0,1,1,-475,23,180,0,0,0,0;
custom,cone,grass3,1.7,0.7,1.7,1,0,0.30,0,1,1,-472.5,40.5,180,0,0,0,0;
custom,cone,grass3,1.5,0.7,1.5,1,0,0.30,0,1,1,-472.5,48,180,0,0,0,0;
custom,cone,grass3,1.3,0.7,1.3,1,0,0.30,0,1,1,-472.5,55.5,180,0,0,0,0;
custom,cone,grass3,1.1,0.6,1.1,1,0,0.30,0,1,1,-472.5,63,180,0,0,0,0;
custom,cone,grass3,0.7,0.5,0.7,1,0,0.30,0,1,1,-472.5,73,180,0,0,0,0;

