map,disablebounds;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-125,1045,-75,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-130,1045,-130,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-170,1045,200,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-210,1045,180,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-215,1045,-150,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-240,1045,-10,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-270,1045,90,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-60,1045,-40,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,-60,1045,240,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,160,1045,0,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,190,1045,90,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,215,1045,195,0,0,0,1;
custom,Cylinder,metal2,1,1.5,1,1,1,1,1,0.01,0.6,70,1045,210,0,0,0,1;
custom,Cylinder,metal3,0.9994304,2.502178,0.9994305,1,0,0.8,0,0.12,0.5,199.8451,935,88.45108,-0.7071068,0,0,0.7071068;
custom,Cylinder,metal3,0.9982319,2.497643,0.9982321,1,0,0.8,0,0.12,0.5,29.96077,485,88.45108,-0.7071068,0,0,0.7071068;
custom,Cylinder,metal3,0.9986007,2.502425,0.9986008,1,0,0.8,0,0.12,0.5,70.12898,935,88.45108,-0.7071068,0,0,0.7071068;
custom,boulder1,default,0.6,0.9499999,0.85,1,1,1,1,0.9999999,0.9999999,-812.6989,881.7905,281.349,-0.1426368,-0.5333479,-0.2126247,0.8062168;
custom,boulder1,default,0.6,0.65,0.7,1,1,1,1,1,1,-760.6647,934.8512,-369.4166,-0.002278817,0.923354,0.2249175,0.311166;
custom,boulder1,default,0.65,0.95,0.8,1,1,1,1,1,1,-902.9214,890.3699,88.65921,-0.4266422,-0.8592714,0.02948689,0.2806414;
custom,boulder1,default,0.6500001,0.9500001,0.8000003,1,1,1,1,1,1,-752.6608,827.2061,435.3596,0.6228155,-0.6983001,-0.2445628,-0.254297;
custom,boulder1,default,0.7,0.65,0.75,1,1,1,1,1,1,-899.8206,877.3013,-75.54909,0.6052816,-0.03752993,0.768013,-0.2058683;
custom,boulder1,default,0.7,0.95,0.85,1,1,1,1,1,1,-821.7539,961.3459,-78.28374,0.5280895,0.2917958,-0.2405909,0.7603241;
custom,boulder1,default,0.75,0.6499999,0.7499999,1,1,1,1,1,0.9999999,-69.00243,520,-784.3013,-0.06601723,0.04845672,0.05817271,0.994942;
custom,boulder1,default,0.8,0.7499999,0.7,1,1,1,1,1,1,-662.2233,933.7055,587.4669,-0.1159474,-0.1733747,0.2010362,0.9571217;
custom,boulder1,default,0.85,0.85,1,1,1,1,1,1,1,-634.9586,873.9202,694.3228,-0.09103716,-0.7079774,-0.6998472,-0.02634785;
custom,boulder1,default,0.9000001,0.9500002,0.8500001,1,1,1,1,1,1,-590.0483,789.2946,-586.5543,-0.5974451,-0.3345307,-0.7284538,-0.0224418;
custom,boulder1,default,0.9499999,0.8999999,0.7499999,1,1,1,1,0.9999999,0.9999999,-790.5801,852.7889,237.899,-0.1426368,-0.5333479,-0.2126247,0.8062168;
custom,boulder2,default,0.65,0.9,0.95,1,1,1,1,1,1,-292.1091,634.6615,-739.256,-0.06128614,-0.1174138,-0.2124326,0.9681583;
custom,boulder2,default,0.7,0.6,0.85,1,1,1,1,1,1,-563.8938,794.7147,-722.6233,0.1915522,0.1767067,-0.2224265,0.9394727;
custom,boulder2,default,0.7,0.9,0.8,1,1,1,1,1,1,-856.5955,967.6484,-0.01867294,0.5280895,0.2917958,-0.2405909,0.7603241;
custom,boulder2,default,0.7,0.95,0.75,1,1,1,1,1,1,-823.9261,935.2459,128.5027,0.1591618,0.8723118,0.4039216,0.2249158;
custom,boulder2,default,0.75,0.6499999,1,1,1,1,1,1,1,-771.7759,825.0985,299.1108,-0.368425,0.692069,-0.5817378,0.2165285;
custom,boulder2,default,0.75,0.8000001,0.75,1,1,1,1,1,1,-849.3003,884.5365,-260.4019,0.9432382,0.1926913,-0.09854431,0.2519143;
custom,boulder2,default,0.75,0.95,0.6,1,1,1,1,1,1,-440.6734,678.7739,-778.5791,-0.1361519,-0.1327969,-0.1711029,0.966722;
custom,boulder2,default,0.8,1,0.75,1,1,1,1,1,1,-583.448,674.332,-630.5208,0.3538534,0.5827414,0.7308466,-0.03261175;
custom,boulder2,default,0.85,0.6500003,0.9000003,1,1,1,1,1,1,-746.4154,872.4127,413.5729,0.8949937,0.3332981,0.08300636,0.28462;
custom,boulder2,default,0.9,1,0.7,1,1,1,1,1,1,-651.6422,901.1622,-494.8096,0.5381922,-0.3124986,0.7417456,0.2500146;
custom,boulder2,default,0.95,0.65,0.7,1,1,1,1,1,1,-702.7239,803.0446,-491.3707,0.3538534,0.5827414,0.7308466,-0.03261175;
custom,boulder3,default,0.6,0.8,1,1,1,1,1,1,1,-717.6169,878.4301,671.3809,-0.09103716,-0.7079774,-0.6998472,-0.02634785;
custom,boulder3,default,0.6,0.85,0.7,1,1,1,1,1,1,-663.6185,916.4424,-427.7998,-0.6537943,-0.2926948,0.09331037,0.6915027;
custom,boulder3,default,0.6,0.85,1,1,1,1,1,1,1,-491.4897,601.2791,-703.5762,0.3538534,0.5827414,0.7308466,-0.03261175;
custom,boulder3,default,0.6000003,0.9500002,0.7500001,1,1,1,1,1,1,-654.7775,913.4349,716.1588,-0.4848849,0.3489746,-0.746946,-0.2918476;
custom,boulder3,default,0.6500001,0.8000003,0.7000001,1,1,1,1,1,1,-607.9875,726.8469,-641.29,-0.5974451,-0.3345307,-0.7284538,-0.0224418;
custom,boulder3,default,0.6999999,0.6,0.95,1,1,1,1,0.9999999,1,-517.949,660.7876,-755.179,0.295051,0.2782803,0.278712,0.8705312;
custom,boulder3,default,0.7,0.65,0.95,1,1,1,1,1,1,-158.0071,593.4452,-763.8546,0.2914975,-0.002060741,0.07134856,0.9539048;
custom,boulder3,default,0.7,0.6500001,0.6,1,1,1,1,1,1,-783.6664,923.0803,-273.6732,0.9432382,0.1926913,-0.09854431,0.2519143;
custom,boulder3,default,0.7,0.8,0.95,1,1,1,1,1,1,-816.3983,939.2962,3.351574,-0.486922,-0.1861215,0.03836888,0.8525219;
custom,boulder3,default,0.7,0.9,0.95,1,1,1,1,1,1,-526.1117,672.7419,-673.3783,0.3538534,0.5827414,0.7308466,-0.03261175;
custom,boulder3,default,0.75,0.85,0.85,1,1,1,1,1,1,-131.0705,607.5573,-715.9641,-0.1386442,-0.1116571,-0.2280137,0.9572462;
custom,boulder3,default,0.75,0.95,0.75,1,1,1,1,1,1,-638.8352,857.4111,-461.0448,0.5381922,-0.3124986,0.7417456,0.2500146;
custom,boulder3,default,0.8,0.9499999,0.7499999,1,1,1,1,0.9999999,0.9999999,-737.1321,926.6711,556.5662,-0.02417908,-0.9333751,-0.1642644,0.3181878;
custom,boulder3,default,0.8,0.85,0.65,1,1,1,1,1,1,-725.2795,886.8802,-479.7912,-0.6537943,-0.2926948,0.09331037,0.6915027;
custom,boulder3,default,0.85,0.85,0.85,1,1,1,1,0.9999999,0.9999999,-224.8773,643.292,-762.3242,-0.5891815,0.3115735,0.3205158,0.6730949;
custom,boulder3,default,0.85,0.6000001,0.6,1,1,1,1,1,1,-875.2904,911.933,-218.0676,0.9432382,0.1926913,-0.09854431,0.2519143;
custom,boulder3,default,0.8500001,0.9500002,0.9500001,1,1,1,1,1,1,-626.4746,801.0527,-526.043,-0.5974451,-0.3345307,-0.7284538,-0.0224418;
custom,boulder3,default,0.9,0.95,0.8,1,1,1,1,1,1,-772.8066,907.5806,-122.2269,0.5280895,0.2917958,-0.2405909,0.7603241;
custom,boulder3,default,0.9499999,0.7499999,0.8,1,1,1,1,0.9999999,0.9999999,-792.2565,886.6533,532.7856,-0.02417908,-0.9333751,-0.1642644,0.3181878;
custom,boulder3,default,0.95,0.65,0.75,1,1,1,1,1,1,-360.8197,648.3401,-787.3112,0.2401216,0.1123878,0.1987322,0.9435127;
custom,boulder3,default,0.95,0.6500001,0.9,1,1,1,1,1,1,-737.6538,963.3198,-334.5262,0.9432382,0.1926913,-0.09854431,0.2519143;
custom,boulder3,default,1,0.6,0.7,1,1,1,1,1,1,-413.6167,570.0933,-722.0782,0.3538534,0.5827414,0.7308466,-0.03261175;
custom,boulder3,default,1,0.9,1,1,1,1,1,1,1,15.81959,558.3401,-703.0358,-0.0917041,-0.1762157,-0.3188737,0.926746;
custom,cuboid,WoodPlanksBeamed0010_S,0.8,0.8000001,0.8,1,1,0.875,0.875,-0.5,-0.5,123.4189,511.3121,-120.035,0.2986017,-0.08362395,-0.9343912,0.1753772;
custom,cuboid,WoodPlanksBeamed0010_S,0.8000001,1,1,1,1,0.875,0.875,-0.5,-0.5,237.2055,448.5364,-125.6028,-0.2290426,-0.08365804,-0.4540361,0.8569668;
custom,cuboid,WoodPlanksBeamed0010_S,0.9999999,0.9999999,0.9999999,1,1,0.875,0.875,-0.5,-0.5,169.3487,447.7109,-346.9408,-0.6213298,0.2840056,-0.7272351,-0.06647706;
custom,cuboid,WoodPlanksBeamed0010_S,1,1,1,1,1,0.875,0.875,-0.5,-0.5,129.9842,445.8132,-462.7286,-0.0479778,0.5828023,0.09909556,0.8051209;
custom,cuboid,WoodPlanksBeamed0010_S,1,1,1,1,1,0.875,0.875,-0.5,-0.5,145.4869,467.6596,-232.9695,-0.3571009,0.07914007,-0.1524671,0.9181338;
custom,cuboid,WoodPlanksBeamed0010_S,1,2,1,1,1,0.875,0.875,-0.5,-0.5,248.4661,459.6647,-10.57004,-0.9167234,0.2727413,0.284236,0.06663577;
custom,cuboid,WoodPlanksBeamed0010_S,1,1,1,1,1,0.875,0.875,-0.5,-0.5,164.2525,471.0633,-90.21791,-0.7186378,0.4860967,-0.4937491,-0.0590054;
custom,cuboid,WoodPlanksBeamed0010_S,1.2,1.2,1,1,1,0.875,0.875,-0.5,-0.5,143.4045,512.3145,-9.150965,0.4018667,-0.8570088,-0.2515437,0.2019031;
