/// Options
EditorVersion:1.0|Description:Added Anti-Cheat Logic by Fruity on 2026-08-02|HasWeather:0
/// CustomAssets

/// Objects
Scene,Geometry/Cuboid,1,0,1,1,1,0,Unnamed,-7.76,-32.03,5.333,0,0,0,134.286,6.407,134.286,Physical,Entities,Default,Basic|172/174/166/255|Nature/Grass1|50/50|0/0,;
Scene,General/EditorDaylight,2,0,1,1,0,0,Daylight,0,0,0,50.3,121.9,1.399998,1,1,1,None,Entities,Default,DefaultNoTint|255/255/255/255,Daylight|Color:255/255/255/255|Intensity:1|WeatherControlled:true;
Scene,Geometry/Cuboid,3,0,1,0,1,0,Racing Start Barrier Cuboid,-6,15,6,0,180,0,3,3,0.1,Physical,Entities,Default,Transparent|0/97/255/122|Misc/None|1/1|0/0,Tag|Name:RacingStartBarrier;
Scene,Geometry/Cuboid,4,0,1,1,1,0,Cuboid,-21,15,-12,0,180,0,0.1,3,3,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,5,0,1,1,1,0,Cuboid,-6,15,-27,0,0,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,6,0,1,1,1,0,Cuboid,9,15,-12,0,270,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,7,0,1,1,1,0,Cuboid,-21,15,18,0,270,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,8,0,1,1,1,0,Cuboid,-21,15,48,0,270,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,9,0,1,1,1,0,Cuboid,9,15,18,0,270,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,10,0,1,1,1,0,Cuboid,-6,15,63,0,180,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,11,0,1,1,1,0,Cuboid,24,15,63,0,180,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,12,0,1,1,1,0,Cuboid,39,15,48,0,270,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,13,0,1,1,1,0,Cuboid,24,15,33,0,0,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
Scene,Geometry/Cuboid,14,0,1,1,1,0,Cuboid,-6,30,48,89.98022,180,0,3,3,0.1,Physical,Entities,Default,Basic|255/255/255/255|Nature/Bark1|5/5|0/0,;
