/// Options
EditorVersion:1.0|Description:|HasWeather:0
/// CustomAssets

/// Objects
Scene,Geometry/Cuboid,1,0,1,1,1,0,Unnamed,-7.76,-32.03,5.333,0,0,0,134.286,6.407,134.286,Physical,Entities,Default,Basic|172/174/166/255|Nature/Grass1|50/50|0/0,;
Scene,General/EditorDaylight,2,0,1,1,0,0,Daylight,0,0,0,50.3,121.9,1.399998,1,1,1,None,Entities,Default,DefaultNoTint|255/255/255/255,Daylight|;
Scene,Nature/Cave2,3,0,1,1,1,0,Cave2,3.2,11.5,-1620,0,270,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,4,0,1,1,1,0,Cave2,3.2,11.5,1620,0,270,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,5,0,1,1,1,0,Cave2,-1620,11.5,-3.2,0,0,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,6,0,1,1,1,0,Cave2,1620,11.5,-3.2,0,0,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,7,0,1,1,1,0,Cave2,-1143.25,11.5,-1147.776,0,315,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,8,0,1,1,1,0,Cave2,1147.776,11.5,1143.25,0,315,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,9,0,1,1,1,0,Cave2,-1147.776,11.5,1143.25,0,45,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,10,0,1,1,1,0,Cave2,1143.25,11.5,-1147.776,0,45,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,11,0,1,1,1,0,Cave2,-616.9907,11.5,-1497.909,0,292.5,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,12,0,1,1,1,0,Cave2,622.9036,11.5,1495.46,0,292.5,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,13,0,1,1,1,0,Cave2,-1497.909,11.5,616.9907,0,22.5,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,14,0,1,1,1,0,Cave2,1495.46,11.5,-622.9036,0,22.5,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,15,0,1,1,1,0,Cave2,-1495.46,11.5,-622.9036,0,337.5,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,16,0,1,1,1,0,Cave2,1497.909,11.5,616.9907,0,337.5,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,17,0,1,1,1,0,Cave2,-622.9036,11.5,1495.46,0,67.50001,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,18,0,1,1,1,0,Cave2,616.9907,11.5,-1497.909,0,67.50001,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,19,0,1,1,1,0,Cave2,-138.0045,11.5,-1614.114,0,275,90,10.1,30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
Scene,Nature/Cave2,20,0,1,1,1,0,Cave2,144.3801,11.5,1613.557,0,275,90,10.1,-30,-30.1,Physical,Entities,Default,OldBombExplodeMat|0/0/0/127|1E+10/1E+10,Tag|Name:HumanIgnoreGround;
