/// Options
EditorVersion:1.0|Description:|HasWeather:0
/// CustomAssets

/// Objects
Scene,Geometry/Cuboid,1,0,1,1,1,0,Unnamed,-7.76,-32.03,5.333,0,0,0,134.286,6.407,134.286,Physical,Entities,Default,Basic|172/174/166/255|Nature/Grass1|50/50|0/0,;
Scene,General/EditorDaylight,2,0,1,1,0,0,Daylight,0,0,0,50.3,121.9,1.399998,1,1,1,None,Entities,Default,DefaultNoTint|255/255/255/255,Daylight|;
Scene,Geometry/Cuboid,3,0,1,1,1,0,Cuboid,-13.21553,9.378504,44.55168,0,87.67903,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,4,0,1,1,1,0,Cuboid,24.84384,9.187541,34.11827,0,122.9953,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,5,0,1,1,1,0,Cuboid,-47.8795,9.18843,26.80914,0,38.07402,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,6,0,1,1,1,0,Cuboid,39.59737,9.180486,0.9555191,0,8.673139,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,7,0,1,1,1,0,Cuboid,-56.199,9.016913,-10.14625,0,346.6893,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,8,0,1,1,1,0,Cuboid,22.12695,9.485774,-34.5109,0,44.57684,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,9,0,1,1,1,0,Cuboid,-39.32233,9.468154,-45.12067,0,323.0329,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,10,0,1,1,1,0,Cuboid,-9.461241,9.238894,-71.75739,0,297.5974,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,11,0,1,1,1,0,Cuboid,26.17626,9.247461,-68.57948,0,49.53255,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,12,0,1,1,1,0,Cuboid,52.39589,9.269099,-40.97654,0,37.00213,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,13,0,1,1,1,0,Cuboid,72.66903,9.429464,11.15526,0,188.4589,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,14,0,1,1,1,0,Cuboid,86.39539,9.428323,-5.978706,0,278.7911,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,15,0,1,1,1,0,Cuboid,87.80008,9.241138,-29.4962,0,20.14925,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,16,0,1,1,1,0,Cuboid,67.60052,9.140455,-64.00898,0,41.08087,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,17,0,1,1,1,0,Cuboid,40.04527,9.064109,-91.13423,0,51.2375,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,18,0,1,1,1,0,Cuboid,21.24231,9.370049,-98.52545,0,328.5751,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,19,0,1,1,1,0,Cuboid,49.81281,8.882524,45.99385,0,212.4626,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,20,0,1,1,1,0,Cuboid,76.96095,9.100594,54.82627,0,278.4143,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,21,0,1,1,1,0,Cuboid,98.44573,9.050608,35.86586,0,6.848299,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,22,0,1,1,1,0,Cuboid,115.8532,9.416114,5.869883,0,21.90414,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,23,0,1,1,1,0,Cuboid,123.4413,9.366968,49.17953,0,277.8376,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,24,0,1,1,1,0,Cuboid,143.0554,9.152959,30.23646,0,354.316,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,25,0,1,1,1,0,Cuboid,131.0877,9.134975,-14.34255,0,284.3912,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,26,0,1,1,1,0,Cuboid,160.9935,9.512937,8.108253,0,289.5289,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,27,0,1,1,1,0,Cuboid,172.7261,8.741564,-4.03997,0,9.063335,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,28,0,1,1,1,0,Cuboid,129.4761,9.326068,-32.41796,0,46.72857,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,29,0,1,1,1,0,Cuboid,141.7071,8.917531,-51.01563,0,48.82859,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,30,0,1,1,1,0,Cuboid,190.3072,8.742875,-24.4127,0,288.2738,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,31,0,1,1,1,0,Cuboid,202.0586,8.865637,-33.90775,0,356.6687,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
Scene,Geometry/Cuboid,32,0,1,1,1,0,Cuboid,196.1062,8.916898,-60.89463,0,24.90744,0,1,4,4,Physical,Entities,Default,Basic|255/255/255/255|Stone/Stone5|1/1|0/0,;
